id,name,length,owners,suppliers,rfs,rfs_year,is_planned,url,notes,n_landing_points,countries
jakarta-surabaya-cable-system-jayabaya,Jakarta Surabaya Cable System (JAYABAYA),888 km,Triasmitra,,2018 December,2018.0,False,http://www.triasmitra.com/,,4,Indonesia
jako,JAKO,260 km,"Amazon Web Services, Arteria, Dreamline, Microsoft",LS Cable & System,2027 Q3,2027.0,True,,,2,"Japan, South Korea"
jalapati,Jalapati,45 km,CCSI,CCSI,2023 Q1,2023.0,False,https://www.ccsi.co.id/home-id-jalapati/,,2,Indonesia
jamaica-submarine-cable-festoon-system-jscfs,Jamaica Submarine Cable Festoon System (JSCFS),342 km,CW Jamaica,,1997,1997.0,False,,,4,Jamaica
jambi-batam-cable-system-jiba,Jambi-Batam Cable System (JIBA),267 km,"Indosat Ooredoo, Moratelindo, XLSmart",,2014,2014.0,False,http://www.moratelindo.co.id,,2,Indonesia
janna,Janna,634 km,"EXA Infrastructure, Regione Sardegne, Tiscali, WINDTRE",Norddeutsche Seekabelwerke GmbH (NSW),2005 April,2005.0,False,,,4,Italy
japan-guam-australia-north-jga-n,Japan-Guam-Australia North (JGA-N),"2,600 km",Lightstorm Telecom,NEC,2020 July,2020.0,False,https://www.lightstorm.net/,,2,"Guam, Japan"
japan-guam-australia-south-jga-s,Japan-Guam-Australia South (JGA-S),"7,081 km","Australia’s Academic and Research Network (AARNET), Google, Lightstorm Telecom",ASN,2020 March,2020.0,False,https://www.lightstorm.net/,,3,"Australia, Guam"
japan-information-highway-jih,Japan Information Highway (JIH),"5,150 km",KDDI,NEC,1999,1999.0,False,,,9,Japan
jasuka,JaSuKa,,Telkom Indonesia,NEC,2006,2006.0,False,https://www.telkom.co.id/,,7,Indonesia
java-bali-cable-system-jbcs,Java Bali Cable System (JBCS),,Triasmitra,,2013,2013.0,False,http://www.triasmitra.com/,,2,Indonesia
java-kalimantan-sulawesi-jakasusi,Java-Kalimantan-Sulawesi (JAKASUSI),"1,100 km",Indosat Ooredoo,ASN,2006,2006.0,False,https://indosatooredoo.com/,,3,Indonesia
javali,JAVALI,,Indosat Ooredoo,Norddeutsche Seekabelwerke GmbH (NSW),2011 December,2011.0,False,,,2,Indonesia
jeju-mainland-2,Jeju-Mainland 2,191 km,KT,NEC,1996,1996.0,False,,,2,South Korea
jeju-mainland-3,Jeju-Mainland 3,236 km,KT,NEC,2000,2000.0,False,,,2,South Korea
jeju-udo,Jeju-Udo,3 km,"KCTV Jeju Broadcasting, KT, LG Uplus, SK Telecom (SKT)",,2023 December,2023.0,False,,,2,South Korea
jerry-newton,Jerry Newton,88 km,Liberty Networks,SubCom,2007 October,2007.0,False,https://libertynet.com,,2,"Bonaire, Sint Eustatius and Saba, Curaçao"
jonah,Jonah,"2,297 km",Bezeq International Ltd.,ASN,2012 January,2012.0,False,https://www.bezeqint.net/,,2,"Israel, Italy"
junior,Junior,390 km,Google,Padtec,2018 Q3,2018.0,False,https://cloud.google.com,,2,Brazil
juno,JUNO,"11,710 km",Seren Juno,NEC,2025 May,2025.0,False,https://seren-juno.com/,,3,"Japan, United States"
jupiter,JUPITER,"14,557 km","Amazon Web Services, Meta, NTT, PCCW, PLDT, Softbank",SubCom,2020,2020.0,False,,,5,"Japan, Philippines, United States"
kafos,KAFOS,538 km,Turk Telekom International,ASN,1997 June,1997.0,False,,,4,"Bulgaria, Romania, Turkey"
kanawa,Kanawa,"1,746 km",Orange,ASN,2019 January,2019.0,False,,,2,"French Guiana, Martinique"
kangaroo-island-2,Kangaroo Island 2,,SA Power Networks,,2024 July,2024.0,False,,,2,Australia
kardesa,Kardesa,"1,385 km","Neqsol Holding, Vodafone",Xtera,2027,2027.0,True,,,4,"Bulgaria, Georgia, Turkey, Ukraine"
kattegat-2,Kattegat 2,75 km,TDC Group,,2001,2001.0,False,,,4,"Denmark, Sweden"
kattegat-cable,Kattegat Cable,92 km,GlobalConnect,,2027 Q4,2027.0,True,www.globalconnectcarrier.com,,2,"Denmark, Sweden"
kerch-strait-cable,Kerch Strait Cable,46 km,Miranda Media,,2014 April,2014.0,False,,,2,"Russia, Ukraine"
ketchcan1-submarine-fiber-cable-system,KetchCan1 Submarine Fiber Cable System,167 km,Ketchican Public Utilities,,2020 November,2020.0,False,https://www.kputel.com/,,2,"Canada, United States"
kingisepp-kaliningrad-system-baltika,Kingisepp-Kaliningrad System (Baltika),"1,115 km",Rostelecom,,2021,2021.0,False,https://www.company.rt.ru/en/,,2,Russia
kitadaito-island,Kitadaito Island,410 km,Okinawa Prefecture,,2022,2022.0,False,,,2,Japan
kochi-lakshadweep-islands-kli-sofc,Kochi-Lakshadweep Islands (KLI-SOFC),"1,989 km",Bharat Sanchar Nigam Ltd. (BSNL),NEC,2024 January,2024.0,False,http://www.bsnl.co.in,,12,India
kodiak-kenai-fiber-link-kkfl,Kodiak Kenai Fiber Link (KKFL),966 km,GCI Communication Corp,ASN,2007 January,2007.0,False,https://www.gci.com/,,6,United States
konstanz-friedrichshafen,Konstanz-Friedrichshafen,26 km,Stadtwerke Konstanz,,2007,2007.0,False,,,2,Germany
konstanz-meersburg,Konstanz-Meersburg,5 km,Stadtwerke Konstanz,,2010 Q4,2010.0,False,,,2,Germany
korea-japan-cable-network-kjcn,Korea-Japan Cable Network (KJCN),500 km,"KT, NTT, QTNet, Softbank","ASN, Fujitsu",2002 March,2002.0,False,,,3,"Japan, South Korea"
kumul-domestic-submarine-cable-system,Kumul Domestic Submarine Cable System,"5,457 km",PNG DataCo Limited,HMN Tech,2019 February,2019.0,False,https://www.pngdataco.com/,,15,"Indonesia, Papua New Guinea"
kupang-alor-cable-systems,Kupang-Alor Cable Systems,273 km,Moratelindo,,2019,2019.0,False,http://moratelindo.co.id,,2,Indonesia
kuwait-iran,Kuwait-Iran,380 km,"Kuwait Ministry of Communications, Telecommunication Infrastructure Company of Iran",Prysmian,2005 June,2005.0,False,,,4,"Iran, Kuwait"
la-gomera-el-hierro,La Gomera-El Hierro,,Telefonica,,,,False,,,2,Spain
labuan-brunei-submarine-cable,Labuan-Brunei Submarine Cable,52 km,Common Tower Technologies Sdn Bhd,,2017 April,2017.0,False,http://www.cttsb.com.my,,2,"Brunei, Malaysia"
lake-albert-1,Lake Albert 1,51 km,Bandwidth and Cloud Services (BCS),,2019,2019.0,False,https://www.bcs-ea.com/,,2,"Congo, Dem. Rep., Uganda"
lake-albert-2,Lake Albert 2,44 km,Bandwidth and Cloud Services (BCS),,2020,2020.0,False,https://www.bcs-ea.com/,,2,"Congo, Dem. Rep., Uganda"
lake-michigan-chicago-crossing,Lake Michigan Chicago Crossing,,"123NET, Peninsula Fiber Network (PFN)",,2028,2028.0,True,,These two segments crossing Lake Michigan make diverse landings at Chicago and form a loop.,3,United States
lake-michigan-crossing-peninsula-and-island-connection,Lake Michigan Crossing Peninsula and Island Connection,,"123NET, Peninsula Fiber Network (PFN)",,2028,2028.0,True,,,3,United States
lake-tanganyika,Lake Tanganyika,370 km,Bandwidth and Cloud Services (BCS),,2025 Q1,2025.0,False,https://www.bcs-ea.com/,,2,"Congo, Dem. Rep."
lanis-1,Lanis-1,113 km,Vodafone,,1992,1992.0,False,,,2,"Isle of Man, United Kingdom"
lanis-2,Lanis-2,67 km,Vodafone,,1992,1992.0,False,,,2,"Isle of Man, United Kingdom"
lanis-3,Lanis-3,122 km,Vodafone,,1992,1992.0,False,,,2,United Kingdom
latvia-sweden-1-lv-se-1,Latvia-Sweden 1 (LV-SE 1),304 km,"Tele2, Tet",,1994,1994.0,False,,,2,"Latvia, Sweden"
lazaro-cardenas-manzanillo-santiago-submarine-cable-system-lcmsscs,Lazaro Cardenas-Manzanillo Santiago Submarine Cable System (LCMSSCS),322 km,Telmex,,2013 Q4,2013.0,False,https://telmex.com/,,3,Mexico
le-vasa,Le Vasa,,ASTCA,SubCom,2026,2026.0,True,,,1,American Samoa
les-dhyres-cable,Îles d'Hyères Cable,45 km,Orange,ASN,1996,1996.0,False,,,5,France
lfon-libyan-fiber-optic-network,LFON (Libyan Fiber Optic Network),"1,639 km","Libyan Post, Telecommunications and Information Technology Company (LPTIC Holding)",ASN,1999,1999.0,False,,,13,Libya
libreville-port-gentil-cable,Libreville-Port Gentil Cable,198 km,Republic of Gabon,,2012 April,2012.0,False,,,2,Gabon
lic-lin-lamp,Lic-Lin-Lamp,240 km,Sparkle,,2000,2000.0,False,,,3,Italy
link-1-phase-1,Link 1 Phase-1,368 km,XLSmart,,2003 December,2003.0,False,https://www.xl.co.id,,2,Indonesia
link-1-phase-2,Link 1 Phase-2,94 km,XLSmart,,2005 May,2005.0,False,https://www.xl.co.id,,2,Indonesia
link-2-phase-1,Link 2 Phase-1,281 km,XLSmart,,2004 January,2004.0,False,https://www.xl.co.id,,2,Indonesia
link-2-phase-2,Link 2 Phase-2,221 km,XLSmart,,2005 May,2005.0,False,https://www.xl.co.id,,2,Indonesia
link-3-phase-1,Link 3 Phase-1,275 km,XLSmart,,2003 December,2003.0,False,https://www.xl.co.id,,2,Indonesia
link-3-phase-2,Link 3 Phase-2,342 km,XLSmart,,2005 May,2005.0,False,https://www.xl.co.id,,3,Indonesia
link-4-phase-2,Link 4 Phase-2,300 km,XLSmart,,2005 March,2005.0,False,https://www.xl.co.id,,2,Indonesia
link-5-phase-2,Link 5 Phase-2,365 km,XLSmart,,2005 July,2005.0,False,https://www.xl.co.id,,2,Indonesia
longyearbyen-ny-lesund,Longyearbyen-Ny-Ålesund,540 km,Sikt,Nexans,2015 May,2015.0,False,,,2,Norway
lower-indian-ocean-network-2-lion2,Lower Indian Ocean Network 2 (LION2),"2,700 km","Emtel, Mauritius Telecom, Orange, Orange Madagascar, Société Réunionnaise du Radiotéléphone, Telkom Kenya",ASN,2012 April,2012.0,False,https://lion-submarinesystem.com,,2,"Kenya, Mayotte"
lower-indian-ocean-network-lion,Lower Indian Ocean Network (LION),"1,060 km","Mauritius Telecom, Orange, Orange Madagascar",ASN,2009 November,2009.0,False,https://lion-submarinesystem.com,,3,"Madagascar, Mauritius, Réunion"
lumut-pangkor-island,Lumut-Pangkor Island,4 km,Telekom Malaysia,,2018,2018.0,False,,,2,Malaysia
luwuk-tutuyan-cable-system-ltcs,Luwuk Tutuyan Cable System (LTCS),446 km,Telkom Indonesia,,2015,2015.0,False,,,2,Indonesia
lynn-canal-fiber,Lynn Canal Fiber,138 km,Alaska Power & Telephone Company (AP&T),,2016 October,2016.0,False,http://www.aptalaska.com,,3,United States
mainone,MainOne,"7,000 km",MainOne - An Equinix Company,SubCom,2010 July,2010.0,False,https://www.mainone.net/,,5,"Côte d'Ivoire, Ghana, Nigeria, Portugal, Senegal"
malaysia-cambodia-thailand-mct-cable,Malaysia-Cambodia-Thailand (MCT) Cable,"1,300 km","Symphony, Telcotech, Telekom Malaysia",HMN Tech,2017 March,2017.0,False,,,3,"Cambodia, Malaysia, Thailand"
malbec,Malbec,"2,880 km","Meta, V.tal",ASN,2021 June,2021.0,False,https://www.vtal.com/en/home/,,4,"Argentina, Brazil"
maldives-sri-lanka-cable-msc,Maldives Sri Lanka Cable (MSC),863 km,"Dhiraagu, Dialog Axiata, Ooredoo Maldives",HMN Tech,2021 February,2021.0,False,,,2,"Maldives, Sri Lanka"
malta-gozo-cable,Malta-Gozo Cable,13 km,Gozo Fibre Optic Cable Ltd.,,2020 December,2020.0,False,,,2,Malta
malta-italy-interconnector,Malta-Italy Interconnector,95 km,Government of Malta,,2015,2015.0,False,,"The Malta-Italy Interconnector is a power cable, which has optical fiber attached to it.",2,"Italy, Malta"
manatua,Manatua,"3,634 km","Avaroa Cable Ltd., OPT French Polynesia, Samoa Submarine Cable Company, Telecom Niue",SubCom,2020 July,2020.0,False,,,6,"Cook Islands, French Polynesia, Niue, Samoa"
manta,MANTA,"5,600 km","Gold Data, Liberty Networks, Sparkle",SubCom,2028 Q1,2028.0,True,,,6,"Colombia, Mexico, Panama, United States"
manx-northern-ireland,Manx-Northern Ireland,59 km,BT,,2000,2000.0,False,,,2,"Isle of Man, United Kingdom"
marea,MAREA,"6,605 km","Meta, Microsoft, Telxius",SubCom,2018 May,2018.0,False,http://www.telxius.com,,2,"Spain, United States"
mariana-guam-cable,Mariana-Guam Cable,268 km,PTI Pacifica,,1997,1997.0,False,,,4,"Guam, Northern Mariana Islands"
maroc-telecom-west-africa,Maroc Telecom West Africa,"8,600 km",Maroc Telecom,ASN,2021 July,2021.0,False,http://www.iam.ma,,6,"Benin, Côte d'Ivoire, Gabon, Morocco, Togo"
mataram-kupang-cable-system-mkcs,Mataram Kupang Cable System (MKCS),"1,318 km",Telkom Indonesia,HMN Tech,2011 April,2011.0,False,,,7,Indonesia
